,File name,Detector name,Detector quanti,FWHM at 208 keV (keV),max_amplitude_scaled,Pu-238/Pu (truth),Pu-238/Pu (pred),Pu-239/Pu (truth),Pu-239/Pu (pred),Pu-240/Pu (truth),Pu-240/Pu (pred),Pu-241/Pu (truth),Pu-241/Pu (pred),Pu-242/Pu(truth),Pu-242/Pu (pred),tsne_0,tsne_1,dataset,reconstruction_error
0,synthetic_constrained_0000.txt,HPGe semi-planar,0.0,0.7200000286102295,0.8011842370033264,0.00929553247988224,0.009238571859896183,0.7029398083686829,0.695282518863678,0.22159332036972046,0.22949743270874023,0.02995995804667473,0.030435070395469666,0.03621136397123337,0.035546403378248215,59.13526153564453,-14.417336463928223,train,0.0004
1,synthetic_constrained_0001.txt,HPGe coaxial (n type),2.0,0.8899999856948853,0.6180641055107117,0.009331189095973969,0.009929115884006023,0.7142805457115173,0.7070114016532898,0.21202094852924347,0.2135074883699417,0.03326128423213959,0.03435080125927925,0.031106017529964447,0.0352012924849987,-54.38846206665039,9.399802207946777,train,0.0002
2,synthetic_constrained_0002.txt,HPGe semi-planar,0.0,0.7300000190734863,0.8466635942459106,0.00010501989891054109,0.00015710842853877693,0.9351975321769714,0.9470962882041931,0.06314030289649963,0.05072397738695145,0.0011610660003498197,0.0013496140018105507,0.00039608089718967676,0.0006729339365847409,20.542421340942383,-35.378421783447266,train,0.0005
3,synthetic_constrained_0003.txt,HPGe coaxial (n type),2.0,0.8899999856948853,0.7011562585830688,0.0038439531344920397,0.003277196316048503,0.7914808988571167,0.7855717539787292,0.1734759509563446,0.18304285407066345,0.015347164124250412,0.014555041678249836,0.015852008014917374,0.013553115539252758,-28.246912002563477,-14.77700424194336,train,0.0002
4,synthetic_constrained_0004.txt,HPGe planar,1.0,0.6499999761581421,0.9216679334640503,0.006252404768019915,0.006323529407382011,0.7237001657485962,0.7290307283401489,0.22259743511676788,0.21560107171535492,0.022751642391085625,0.023504357784986496,0.024698356166481972,0.025540385395288467,8.720229148864746,43.83934020996094,train,0.0004
5,synthetic_constrained_0005.txt,HPGe semi-planar,0.0,0.6899999976158142,0.5938005447387695,0.00017477890651207417,0.0005496173398569226,0.9312548637390137,0.9281013607978821,0.06561929732561111,0.06648796796798706,0.0021130188833922148,0.0027332042809575796,0.0008380344952456653,0.0021277994383126497,24.95631980895996,-63.43853759765625,train,0.0004
6,synthetic_constrained_0006.txt,HPGe coaxial (n type),2.0,0.8899999856948853,0.6671397686004639,0.011132986284792423,0.011030781082808971,0.6470003724098206,0.6503769159317017,0.2626197338104248,0.25955742597579956,0.03584795817732811,0.039227522909641266,0.04339894652366638,0.03980735316872597,-52.21845245361328,12.73442268371582,train,0.0002
7,synthetic_constrained_0007.txt,HPGe semi-planar,0.0,0.699999988079071,0.786870002746582,0.008335952647030354,0.008643233217298985,0.7386798858642578,0.7228758335113525,0.19709664583206177,0.209494486451149,0.029862210154533386,0.030897213146090508,0.026025278493762016,0.028089184314012527,68.83177947998047,-12.685528755187988,train,0.0003
8,synthetic_constrained_0008.txt,HPGe planar,1.0,0.6499999761581421,0.3740086555480957,0.01101714838296175,0.011954348534345627,0.6601689457893372,0.650824248790741,0.2489883303642273,0.25444522500038147,0.038569431751966476,0.040803566575050354,0.04125616326928139,0.041972581297159195,11.780271530151367,55.31618118286133,train,0.0009
9,synthetic_constrained_0009.txt,HPGe coaxial (n type),2.0,0.9200000166893005,0.6374124884605408,0.0011919079115614295,0.0002919653488788754,0.8895826935768127,0.9006379842758179,0.09945183992385864,0.09475388377904892,0.00505300797522068,0.0029999827966094017,0.004720540717244148,0.0013162000104784966,-14.398839950561523,-21.514833450317383,train,0.0002
