,File name,Detector,Detector name,max_amplitude,ENER_FIT,Pu-238/Pu (truth),Pu-238/Pu (pred),Pu-239/Pu (truth),Pu-239/Pu (pred),Pu-240/Pu (truth),Pu-240/Pu (pred),Pu-241/Pu (truth),Pu-241/Pu (pred),Pu-242/Pu(truth),Pu-242/Pu (pred),tsne_0,tsne_1,dataset,reconstruction_error
0,synthetic_constrained_0000.txt,HPGe,2.0,12.708549499511719,0.35745999217033386,0.010297044180333614,0.011843366548418999,0.6600571274757385,0.6523314118385315,0.24651093780994415,0.24783757328987122,0.042639411985874176,0.04241882637143135,0.04049546644091606,0.04556883126497269,34.89030075073242,-3.6936864852905273,train,0.0002
1,synthetic_constrained_0001.txt,CZT,0.0,13.94173526763916,0.3400000035762787,0.0010219538817182183,0.001719418098218739,0.7657766938209534,0.7602260708808899,0.22035002708435059,0.2227327823638916,0.00546272611245513,0.007069413550198078,0.007388614118099213,0.008252415806055069,-36.313270568847656,46.46768569946289,train,0.001
2,synthetic_constrained_0002.txt,LaBr3,3.0,15.740450859069824,0.6643900275230408,0.0007051770226098597,0.000976654002442956,0.8560600280761719,0.8632526993751526,0.13640183210372925,0.1275893747806549,0.002824426395818591,0.003848351538181305,0.00400853157043457,0.004332931246608496,28.240324020385742,-55.876163482666016,train,1e-04
3,synthetic_constrained_0003.txt,HPGe,2.0,12.064526557922363,0.125,0.010304456576704979,0.009374379180371761,0.6673170328140259,0.6594567894935608,0.2516445219516754,0.26199689507484436,0.02657189592719078,0.028526999056339264,0.044162094593048096,0.04064492508769035,58.074031829833984,13.689682960510254,train,0.0004
4,synthetic_constrained_0004.txt,LaBr3,3.0,14.10179328918457,0.6643900275230408,0.0012367040617391467,0.0007890129927545786,0.8492317795753479,0.8525990843772888,0.13891814649105072,0.13892006874084473,0.003948176745325327,0.0032806857489049435,0.006665168330073357,0.004411209374666214,2.0467331409454346,-62.506553649902344,train,1e-04
5,synthetic_constrained_0005.txt,HPGe,2.0,11.693896293640137,0.3659000098705292,0.0004129981971345842,0.0006307160947471857,0.8508782982826233,0.8545593023300171,0.14209772646427155,0.13717542588710785,0.0042579760774970055,0.004472570493817329,0.002352988114580512,0.0031620203517377377,7.289517402648926,-0.8048391342163086,train,0.0016
6,synthetic_constrained_0006.txt,CZT,0.0,12.219877243041992,0.33987000584602356,0.001562841353006661,0.00346179585903883,0.7684621810913086,0.7801753878593445,0.21446233987808228,0.19161202013492584,0.006225735880434513,0.009481634944677353,0.00928689818829298,0.015269115567207336,-18.926528930664062,34.29182052612305,train,0.0005
7,synthetic_constrained_0007.txt,LaBr3,3.0,13.900054931640625,0.6800000071525574,0.006778695620596409,0.006462802179157734,0.6887969970703125,0.6867300271987915,0.25934118032455444,0.26407596468925476,0.014003961347043514,0.014165415428578854,0.031079139560461044,0.02856570854783058,8.157636642456055,-54.773494720458984,train,1e-04
8,synthetic_constrained_0008.txt,LaBr3,3.0,14.84255313873291,0.6800000071525574,0.0010378158185631037,0.0013282811269164085,0.7699835300445557,0.7567123770713806,0.21619701385498047,0.22778233885765076,0.005586899816989899,0.006360233295708895,0.007194713223725557,0.007816690020263195,-6.075284004211426,-57.705902099609375,train,0.0002
9,synthetic_constrained_0009.txt,HPGe,2.0,11.488909721374512,0.3659000098705292,0.005937522742897272,0.0027112304233014584,0.768381655216217,0.8029710650444031,0.18388482928276062,0.16599461436271667,0.016222432255744934,0.014328204095363617,0.02557355910539627,0.013994903303682804,33.55867004394531,15.96696662902832,train,0.0005
10,synthetic_constrained_0010.txt,HPGe,2.0,12.456336975097656,0.07500000298023224,0.0015505304327234626,0.0015427286271005869,0.8721648454666138,0.8604932427406311,0.11226968467235565,0.12403138726949692,0.007874194532632828,0.007855169475078583,0.00614074757322669,0.006077480036765337,54.99977111816406,27.637311935424805,train,1e-04
11,synthetic_constrained_0011.txt,CZT,0.0,14.618693351745605,0.3400000035762787,0.002864530775696039,0.0024429222103208303,0.8064541816711426,0.8059507012367249,0.16972662508487701,0.17203135788440704,0.009275651536881924,0.008956079371273518,0.01167897880077362,0.010618935339152813,-16.10541534423828,24.584314346313477,train,1e-04
12,synthetic_constrained_0012.txt,CdTe,1.0,9.382611274719238,0.07500000298023224,0.000970034918282181,0.0013519336935132742,0.7859260439872742,0.7806594371795654,0.1988234966993332,0.2009747177362442,0.008650201372802258,0.010069294832646847,0.005630205851048231,0.006944636348634958,-59.07487106323242,-27.51781463623047,train,0.0016
13,synthetic_constrained_0013.txt,CdTe,1.0,10.804400444030762,0.07500000298023224,0.004282099194824696,0.003865231992676854,0.8050327301025391,0.8105278015136719,0.16025424003601074,0.15837223827838898,0.013144047930836678,0.012980861589312553,0.01728687807917595,0.014253846369683743,-15.052745819091797,1.9462082386016846,train,1e-04
14,synthetic_constrained_0014.txt,CZT,0.0,12.13905143737793,0.33987000584602356,0.0035074155312031507,0.003460139501839876,0.8010411262512207,0.8037152290344238,0.17205184698104858,0.1705678254365921,0.010207915678620338,0.009297115728259087,0.013191694393754005,0.012959682382643223,-8.34221363067627,49.35072708129883,train,0.0009
15,synthetic_constrained_0015.txt,CdTe,1.0,9.500245094299316,0.07500000298023224,0.0012407508911564946,0.001567193539813161,0.7677941918373108,0.7679641246795654,0.21392588317394257,0.21280379593372345,0.0098380446434021,0.009594554081559181,0.007201152388006449,0.008070330135524273,-39.87592315673828,-20.362062454223633,train,0.0016
16,synthetic_constrained_0016.txt,HPGe,2.0,12.089886665344238,0.3659000098705292,0.001134376274421811,0.0015001461142674088,0.7871403098106384,0.7917275428771973,0.19874690473079681,0.1917954683303833,0.006566481664776802,0.007704145275056362,0.006411916576325893,0.007272695656865835,19.391048431396484,14.266544342041016,train,0.0003
17,synthetic_constrained_0017.txt,LaBr3,3.0,14.295783996582031,0.6797400116920471,0.0010284814052283764,0.00099706940818578,0.7667111158370972,0.77882319688797,0.21937572956085205,0.20934706926345825,0.005531289614737034,0.00477472972124815,0.007353384047746658,0.006057991646230221,0.6475123763084412,-52.19157791137695,train,0.0002
18,synthetic_constrained_0018.txt,LaBr3,3.0,13.314452171325684,0.6643900275230408,0.0016565135447308421,0.0017034424236044288,0.7745925188064575,0.7631154656410217,0.20805063843727112,0.21892397105693817,0.0060159931890666485,0.006807011552155018,0.009684312157332897,0.009450053796172142,-4.073741436004639,-57.680328369140625,train,0.0002
19,synthetic_constrained_0019.txt,LaBr3,3.0,12.632180213928223,0.6800000071525574,0.0023199524730443954,0.0013299367856234312,0.7453693151473999,0.7497561573982239,0.23499441146850586,0.23442000150680542,0.00830034352838993,0.006684297230094671,0.00901595689356327,0.0078095910139381886,-5.52107572555542,-56.220516204833984,train,0.0005
20,synthetic_constrained_0020.txt,HPGe,2.0,11.693395614624023,0.3659000098705292,0.0034683425910770893,0.0020063903648406267,0.8493667244911194,0.8313295245170593,0.12388497591018677,0.14927183091640472,0.011178952641785145,0.009180585853755474,0.01210101880133152,0.008211600594222546,25.373455047607422,30.307405471801758,train,1e-04
